Applicant_ID,Age,City_Tier,Annual_Income,CIBIL_Score,UPI_Txns_Monthly,Loan_Amount,Loan_Tenure_Months,Default_Status
APP-101574,43,Tier_3,300000,730,29,500000,36,1
APP-101575,33,Tier_1,952917,744,54,100000,36,0
APP-101576,42,Tier_3,744516,724,62,100000,36,0
APP-101577,28,Tier_3,489266,746,48,100000,12,0
APP-101578,33,Tier_2,787316,825,59,100000,24,0
APP-101579,33,Tier_2,592440,714,33,50000,24,0
APP-101580,31,Tier_2,488130,856,35,100000,24,0
APP-101581,37,Tier_1,893897,717,78,50000,12,0
APP-101582,44,Tier_2,300000,878,11,50000,36,0
APP-101583,41,Tier_1,725198,700,53,50000,36,0
APP-101584,36,Tier_1,927180,784,59,100000,24,0
APP-101585,28,Tier_1,736673,900,50,100000,12,0
APP-101586,37,Tier_2,466438,900,29,200000,12,0
APP-101587,30,Tier_1,642635,769,51,50000,36,0
APP-101588,31,Tier_1,842548,686,66,50000,24,0
APP-101589,36,Tier_3,456447,787,24,200000,24,1
APP-101590,39,Tier_2,300000,685,14,50000,12,0
APP-101591,35,Tier_2,300000,846,18,200000,24,0
APP-101592,33,Tier_3,300000,627,30,100000,12,0
APP-101593,26,Tier_3,300000,851,12,100000,24,0
APP-101594,21,Tier_3,564776,785,46,50000,36,0
APP-101595,29,Tier_1,764459,655,50,100000,24,0
APP-101596,36,Tier_1,731691,797,59,50000,36,0
APP-101597,21,Tier_3,520993,892,31,50000,12,0
APP-101598,21,Tier_1,889602,755,71,50000,24,0
APP-101599,28,Tier_1,822748,732,66,50000,24,0
APP-101600,42,Tier_2,300000,709,35,100000,36,0
APP-101601,33,Tier_1,1180278,680,75,50000,24,0
APP-101602,29,Tier_3,617521,546,44,200000,24,0
APP-101603,53,Tier_1,728728,854,67,100000,36,0
APP-101604,25,Tier_1,650651,771,38,200000,36,0
APP-101605,29,Tier_2,670036,683,61,100000,24,0
APP-101606,25,Tier_1,931166,696,76,50000,12,0
APP-101607,32,Tier_2,661520,652,41,100000,36,0
APP-101608,27,Tier_1,786723,820,63,100000,36,0
APP-101609,36,Tier_1,564416,741,53,500000,12,0
APP-101610,42,Tier_1,1036140,801,65,50000,36,0
APP-101611,30,Tier_1,722335,873,42,100000,12,0
APP-101612,38,Tier_2,455144,837,42,100000,36,0
APP-101613,31,Tier_2,679475,666,61,50000,36,0
APP-101614,33,Tier_2,677793,797,44,50000,36,0
APP-101615,33,Tier_2,393218,725,42,100000,36,0
APP-101616,38,Tier_1,1025703,765,66,200000,36,0
APP-101617,23,Tier_2,370250,662,26,200000,12,0
APP-101618,45,Tier_2,419765,766,40,50000,36,0
APP-101619,38,Tier_1,762363,686,45,200000,36,0
APP-101620,23,Tier_2,338069,807,26,50000,12,0
APP-101621,35,Tier_1,773838,628,54,100000,12,1
APP-101622,23,Tier_2,359493,688,15,50000,36,0
APP-101623,38,Tier_3,849437,717,66,50000,12,0
APP-101624,33,Tier_1,777456,876,42,200000,24,0
APP-101625,21,Tier_1,1019611,773,74,500000,36,0
APP-101626,31,Tier_1,666319,900,40,50000,36,0
APP-101627,58,Tier_2,400487,729,25,50000,36,0
APP-101628,29,Tier_3,653192,749,52,100000,24,0
APP-101629,21,Tier_1,586780,673,58,100000,24,0
APP-101630,35,Tier_1,953262,810,74,50000,24,0
APP-101631,26,Tier_2,300000,658,19,50000,24,0
APP-101632,30,Tier_3,488005,858,23,50000,24,0
APP-101633,21,Tier_2,514034,781,32,100000,12,0
APP-101634,33,Tier_1,428051,827,24,50000,12,0
APP-101635,46,Tier_1,706520,858,55,50000,12,0
APP-101636,42,Tier_1,834223,724,72,100000,24,1
APP-101637,33,Tier_3,746466,736,46,500000,36,0
APP-101638,22,Tier_3,718918,750,45,50000,12,0
APP-101639,31,Tier_2,300000,748,21,100000,24,0
APP-101640,23,Tier_1,722641,730,47,50000,36,0
APP-101641,25,Tier_3,308963,779,12,100000,12,1
APP-101642,35,Tier_1,1190324,900,80,500000,12,0
APP-101643,21,Tier_1,1222571,900,83,100000,36,0
APP-101644,51,Tier_3,469894,490,28,200000,12,1
APP-101645,39,Tier_3,351343,665,39,50000,24,0
APP-101646,21,Tier_1,951552,741,65,50000,12,0
APP-101647,22,Tier_1,894477,785,70,50000,12,0
APP-101648,21,Tier_2,502176,658,28,200000,12,0
APP-101649,40,Tier_2,414520,612,19,50000,12,1
APP-101650,37,Tier_1,872508,732,57,200000,12,0
APP-101651,35,Tier_1,1266989,750,77,200000,12,0
APP-101652,42,Tier_3,300000,852,26,500000,24,0
APP-101653,31,Tier_2,300000,847,30,500000,12,1
APP-101654,21,Tier_3,537222,683,39,50000,24,0
APP-101655,25,Tier_1,824294,652,69,100000,24,0
APP-101656,39,Tier_1,848558,528,66,100000,36,0
APP-101657,29,Tier_1,1024643,746,79,100000,36,0
APP-101658,39,Tier_2,646684,873,42,50000,24,0
APP-101659,27,Tier_3,631871,779,59,200000,12,0
APP-101660,34,Tier_1,804910,726,60,200000,36,0
APP-101661,29,Tier_1,860637,822,55,200000,12,0
APP-101662,25,Tier_1,674824,791,40,100000,12,0
APP-101663,31,Tier_1,941152,751,52,200000,12,0
APP-101664,35,Tier_1,635585,585,57,200000,36,0
APP-101665,23,Tier_1,519827,799,27,100000,24,0
APP-101666,37,Tier_1,933316,789,79,50000,12,0
APP-101667,38,Tier_3,663920,779,42,200000,36,0
APP-101668,41,Tier_3,837696,619,60,50000,12,0
APP-101669,36,Tier_1,1104981,795,86,200000,36,0
APP-101670,24,Tier_1,829336,688,48,100000,36,0
APP-101671,29,Tier_1,753764,752,43,500000,36,0
APP-101672,21,Tier_2,300000,809,39,100000,36,0
APP-101673,36,Tier_1,482668,650,50,100000,24,0
APP-101674,24,Tier_1,942172,735,57,50000,24,0
APP-101675,33,Tier_1,833222,797,51,200000,24,0
APP-101676,38,Tier_1,891210,680,75,200000,36,0
APP-101677,25,Tier_1,514882,808,25,100000,12,0
APP-101678,37,Tier_2,405681,642,40,100000,36,0
APP-101679,44,Tier_3,493936,782,43,50000,24,0
APP-101680,40,Tier_1,555940,845,30,100000,36,0
APP-101681,30,Tier_1,846854,732,75,50000,24,0
APP-101682,29,Tier_3,590584,789,51,100000,12,0
APP-101683,26,Tier_1,640295,778,47,50000,12,0
APP-101684,33,Tier_2,720626,661,50,50000,24,0
APP-101685,23,Tier_1,1008035,766,85,50000,36,0
APP-101686,36,Tier_1,696765,673,51,100000,12,0
APP-101687,41,Tier_3,412222,614,37,50000,12,0
APP-101688,27,Tier_1,936270,649,79,100000,36,1
APP-101689,33,Tier_2,432316,731,41,200000,12,0
APP-101690,36,Tier_1,993648,779,77,50000,24,0
APP-101691,41,Tier_1,1103727,796,87,200000,36,0
APP-101692,58,Tier_1,723312,710,48,50000,12,0
APP-101693,33,Tier_1,1102758,730,74,50000,36,0
APP-101694,27,Tier_1,555483,774,34,200000,12,0
APP-101695,41,Tier_1,781345,824,57,200000,36,0
APP-101696,38,Tier_1,835763,859,54,200000,12,0
APP-101697,25,Tier_1,655167,808,40,50000,24,0
APP-101698,26,Tier_1,790953,726,51,50000,24,0
APP-101699,27,Tier_2,1061887,763,79,50000,24,0
APP-101700,27,Tier_1,1146258,829,88,50000,24,0
APP-101701,21,Tier_3,459319,649,35,50000,24,0
APP-101702,39,Tier_2,379674,837,16,500000,12,0
APP-101703,31,Tier_1,752320,739,45,50000,24,0
APP-101704,26,Tier_3,300000,724,11,50000,12,0
APP-101705,29,Tier_2,593270,900,30,200000,24,0
APP-101706,28,Tier_2,300000,790,14,500000,12,1
APP-101707,21,Tier_3,300000,791,35,50000,24,0
APP-101708,22,Tier_1,713270,818,53,100000,12,0
APP-101709,22,Tier_1,1031828,881,71,100000,24,0
APP-101710,36,Tier_3,426045,847,22,50000,12,0
APP-101711,31,Tier_1,581600,726,54,100000,36,0
APP-101712,30,Tier_1,962485,900,59,100000,36,0
APP-101713,35,Tier_2,879831,660,72,100000,12,1
APP-101714,29,Tier_1,751988,784,53,100000,36,1
APP-101715,34,Tier_1,1014311,784,66,200000,24,0
APP-101716,41,Tier_1,654388,808,48,50000,36,0
APP-101717,28,Tier_2,600070,779,48,200000,24,0
APP-101718,31,Tier_2,703846,726,64,200000,36,0
APP-101719,25,Tier_2,495106,604,33,200000,36,1
APP-101720,29,Tier_1,509464,736,45,500000,36,0
APP-101721,40,Tier_2,300000,756,15,100000,24,0
APP-101722,24,Tier_2,382076,743,19,50000,36,0
APP-101723,37,Tier_1,1002837,787,60,500000,36,1
APP-101724,38,Tier_2,396233,880,31,100000,24,0
APP-101725,33,Tier_1,333007,715,17,50000,12,0
APP-101726,27,Tier_3,452276,827,43,200000,24,0
APP-101727,33,Tier_2,759733,685,61,200000,36,0
APP-101728,26,Tier_2,313475,719,11,100000,24,0
APP-101729,47,Tier_2,449977,783,42,200000,24,0
APP-101730,37,Tier_1,597442,692,56,50000,24,0
APP-101731,44,Tier_1,1231885,742,100,500000,36,0
APP-101732,22,Tier_1,698668,715,57,50000,12,0
APP-101733,40,Tier_2,597804,724,42,100000,24,0
APP-101734,29,Tier_1,624813,740,39,100000,12,0
APP-101735,22,Tier_2,485487,739,43,100000,36,0
APP-101736,42,Tier_3,374738,788,23,200000,36,0
APP-101737,29,Tier_2,330506,776,27,200000,36,0
APP-101738,35,Tier_1,929211,896,66,100000,36,0
APP-101739,27,Tier_3,810429,781,60,100000,24,0
APP-101740,21,Tier_2,300000,735,21,100000,12,0
APP-101741,26,Tier_3,840941,900,50,100000,24,0
APP-101742,32,Tier_3,666982,731,43,50000,12,0
APP-101743,21,Tier_2,502215,717,42,50000,36,0
APP-101744,28,Tier_2,421692,787,28,50000,12,0
APP-101745,21,Tier_2,356479,685,18,50000,36,0
APP-101746,30,Tier_3,801394,878,49,100000,36,0
APP-101747,29,Tier_2,300000,597,20,100000,12,1
APP-101748,21,Tier_2,580432,762,54,50000,24,0
APP-101749,31,Tier_3,300000,827,29,50000,12,0
APP-101750,30,Tier_1,1021526,832,59,50000,36,0
APP-101751,26,Tier_1,701149,843,58,50000,24,1
APP-101752,32,Tier_3,802229,764,52,50000,24,0
APP-101753,31,Tier_2,300000,855,24,100000,36,0
APP-101754,50,Tier_1,756288,839,45,100000,24,0
APP-101755,43,Tier_2,596721,783,46,100000,24,0
APP-101756,36,Tier_1,659724,671,33,500000,24,0
APP-101757,27,Tier_2,576598,856,41,50000,24,0
APP-101758,29,Tier_1,1053205,856,67,50000,12,0
APP-101759,30,Tier_1,871272,794,53,50000,24,1
APP-101760,32,Tier_3,300000,718,16,200000,36,0
APP-101761,38,Tier_1,933429,717,69,50000,36,0
APP-101762,42,Tier_1,777185,824,68,50000,36,0
APP-101763,21,Tier_2,769413,728,42,100000,12,0
APP-101764,21,Tier_1,732977,821,46,50000,12,0
APP-101765,21,Tier_1,651953,733,46,500000,36,1
APP-101766,33,Tier_1,828298,770,61,100000,24,0
APP-101767,33,Tier_1,1261879,829,99,50000,36,0
APP-101768,37,Tier_2,564661,653,37,200000,24,0
APP-101769,40,Tier_1,953725,780,69,100000,12,0
APP-101770,28,Tier_1,835936,832,69,200000,24,0
APP-101771,26,Tier_1,789367,753,63,500000,36,1
APP-101772,31,Tier_1,801441,827,70,100000,24,0
APP-101773,29,Tier_1,1052478,844,89,200000,12,0
APP-101774,35,Tier_2,908453,898,69,200000,12,0
APP-101775,38,Tier_3,495836,809,48,50000,36,1
APP-101776,21,Tier_1,607869,700,40,50000,12,0
APP-101777,21,Tier_2,412263,861,35,200000,36,0
APP-101778,26,Tier_1,626473,826,34,50000,36,0
APP-101779,38,Tier_2,759239,726,52,200000,24,0
APP-101780,29,Tier_1,882251,726,59,200000,36,0
APP-101781,45,Tier_1,602105,798,55,50000,36,1
APP-101782,35,Tier_3,300000,839,20,100000,36,0
APP-101783,29,Tier_1,668200,732,41,50000,24,0
APP-101784,25,Tier_3,300000,691,11,200000,12,0
APP-101785,27,Tier_2,604460,778,42,100000,12,0
APP-101786,33,Tier_3,300000,724,31,50000,24,0
APP-101787,26,Tier_1,659582,806,37,200000,12,0
APP-101788,30,Tier_1,784749,590,66,50000,36,1
APP-101789,36,Tier_2,667263,883,38,50000,12,0
APP-101790,21,Tier_2,420153,609,38,200000,36,1
APP-101791,29,Tier_1,957078,608,56,50000,12,1
APP-101792,36,Tier_1,737324,703,58,50000,12,0
APP-101793,21,Tier_2,370872,805,17,100000,24,0
APP-101794,40,Tier_2,877168,591,48,100000,24,0
APP-101795,30,Tier_1,873555,710,67,50000,24,0
APP-101796,34,Tier_1,1126340,784,79,200000,24,0
APP-101797,26,Tier_2,523117,838,52,200000,24,1
APP-101798,32,Tier_1,680312,826,49,50000,24,0
APP-101799,41,Tier_2,522673,762,24,500000,24,0
APP-101800,37,Tier_2,300000,690,10,200000,12,0
APP-101801,47,Tier_3,300000,841,22,50000,36,1
APP-101802,25,Tier_2,408305,609,20,50000,12,1
APP-101803,30,Tier_1,685156,831,43,50000,36,0
APP-101804,25,Tier_1,641682,734,60,500000,12,0
APP-101805,29,Tier_2,421126,723,47,50000,24,0
APP-101806,21,Tier_3,421313,826,47,100000,24,1
APP-101807,29,Tier_2,1109760,745,68,100000,12,0
APP-101808,46,Tier_1,1087844,766,81,50000,24,0
APP-101809,31,Tier_2,520503,653,49,100000,24,1
APP-101810,26,Tier_2,458258,707,41,200000,12,0
APP-101811,28,Tier_1,952021,806,65,100000,24,0
APP-101812,30,Tier_1,769568,811,67,50000,36,0
APP-101813,21,Tier_2,493794,769,45,100000,36,0
APP-101814,31,Tier_1,640593,790,61,100000,12,0
APP-101815,39,Tier_1,979960,822,67,100000,36,0
APP-101816,26,Tier_1,818754,672,65,50000,24,1
APP-101817,21,Tier_2,426401,705,20,50000,36,0
APP-101818,35,Tier_3,300000,685,22,100000,36,1
APP-101819,26,Tier_1,813109,810,46,100000,12,0
APP-101820,29,Tier_1,905634,750,58,200000,24,0
APP-101821,21,Tier_3,300000,742,25,200000,12,1
APP-101822,34,Tier_1,823305,829,58,50000,24,1
APP-101823,21,Tier_2,546945,819,47,50000,12,0
APP-101824,21,Tier_1,526734,772,32,50000,36,0
APP-101825,21,Tier_2,520769,845,36,200000,24,0
APP-101826,40,Tier_1,426726,853,36,200000,24,1
APP-101827,42,Tier_3,367339,789,37,200000,36,0
APP-101828,33,Tier_1,753955,652,58,500000,12,0
APP-101829,25,Tier_3,501175,819,26,500000,24,0
APP-101830,36,Tier_3,580707,744,32,50000,12,0
APP-101831,22,Tier_2,446520,836,28,100000,12,0
APP-101832,21,Tier_1,798498,572,62,100000,12,0
APP-101833,34,Tier_3,501155,701,48,50000,12,0
APP-101834,25,Tier_1,904279,792,76,50000,36,0
APP-101835,22,Tier_2,798006,739,53,100000,36,0
APP-101836,27,Tier_1,929187,765,53,50000,24,0
APP-101837,27,Tier_1,1125110,834,70,200000,12,0
APP-101838,43,Tier_2,497908,674,35,200000,12,0
APP-101839,32,Tier_2,442339,699,21,50000,12,0
APP-101840,21,Tier_2,425036,762,31,100000,12,0
APP-101841,21,Tier_1,953113,747,64,50000,36,0
APP-101842,31,Tier_2,300000,703,37,100000,24,0
APP-101843,26,Tier_2,771463,700,62,50000,36,0
APP-101844,46,Tier_1,922156,892,70,100000,36,0
APP-101845,23,Tier_3,601167,811,45,200000,36,1
APP-101846,24,Tier_2,300000,900,21,100000,12,0
APP-101847,21,Tier_1,734118,763,48,50000,12,0
APP-101848,22,Tier_2,846051,620,49,50000,12,0
APP-101849,21,Tier_2,547788,762,29,200000,12,0
APP-101850,39,Tier_3,705213,673,51,50000,36,1
APP-101851,21,Tier_1,673050,700,48,500000,36,0
APP-101852,34,Tier_2,520466,682,34,200000,36,1
APP-101853,33,Tier_1,800329,766,66,100000,36,0
APP-101854,32,Tier_2,586215,816,36,100000,36,0
APP-101855,23,Tier_2,325908,582,22,50000,12,0
APP-101856,30,Tier_1,991420,816,58,100000,24,0
APP-101857,27,Tier_1,1273792,724,82,50000,36,0
APP-101858,36,Tier_1,300000,786,13,100000,36,0
APP-101859,21,Tier_2,457857,745,25,50000,12,0
APP-101860,45,Tier_2,321078,715,38,200000,36,0
APP-101861,37,Tier_1,942601,698,74,100000,36,0
APP-101862,28,Tier_1,629138,789,40,500000,36,1
APP-101863,25,Tier_1,660056,662,47,50000,36,0
APP-101864,39,Tier_1,753964,818,67,50000,36,0
APP-101865,41,Tier_1,771984,744,52,50000,36,0
APP-101866,39,Tier_2,578207,683,36,50000,12,0
APP-101867,21,Tier_1,714153,766,61,50000,36,1
APP-101868,38,Tier_1,699661,773,48,50000,24,0
APP-101869,24,Tier_1,628440,648,44,50000,12,0
APP-101870,21,Tier_3,498713,816,34,200000,12,0
APP-101871,39,Tier_2,636639,707,55,50000,24,0
APP-101872,22,Tier_2,300000,747,18,50000,36,0
APP-101873,35,Tier_2,674512,700,48,100000,12,0
APP-101874,40,Tier_1,743481,741,63,100000,12,0
APP-101875,37,Tier_1,407174,633,34,50000,36,1
APP-101876,28,Tier_1,793835,618,62,50000,24,0
APP-101877,44,Tier_2,555307,747,52,50000,12,0
APP-101878,38,Tier_1,925651,764,80,100000,24,0
APP-101879,23,Tier_1,777785,763,42,50000,12,0
APP-101880,35,Tier_1,1050715,602,62,50000,36,0
APP-101881,53,Tier_3,452136,830,37,500000,24,0
APP-101882,21,Tier_1,862990,810,57,500000,24,0
APP-101883,31,Tier_3,321613,771,29,50000,24,1
APP-101884,28,Tier_3,394773,680,36,100000,12,0
APP-101885,22,Tier_1,498484,657,28,50000,24,0
APP-101886,40,Tier_1,894536,702,74,100000,36,0
APP-101887,39,Tier_1,1156977,739,93,200000,36,0
APP-101888,29,Tier_1,741297,730,65,50000,36,0
APP-101889,21,Tier_2,970281,813,54,50000,12,0
APP-101890,21,Tier_2,703342,779,42,500000,24,0
APP-101891,37,Tier_1,704342,616,62,50000,36,0
APP-101892,45,Tier_3,669715,743,53,100000,12,0
APP-101893,40,Tier_2,448178,768,22,100000,12,0
APP-101894,27,Tier_1,578110,761,30,50000,24,0
APP-101895,33,Tier_1,1174117,742,88,100000,12,0
APP-101896,27,Tier_3,804293,791,60,50000,12,0
APP-101897,41,Tier_1,555523,834,50,500000,36,0
APP-101898,48,Tier_1,748222,728,39,50000,36,0
APP-101899,29,Tier_3,379571,818,25,200000,36,0
APP-101900,38,Tier_1,970666,667,57,500000,36,0
APP-101901,37,Tier_1,487037,651,51,500000,12,0
APP-101902,31,Tier_3,494073,722,47,50000,12,0
APP-101903,34,Tier_3,300000,706,14,50000,24,0
APP-101904,46,Tier_2,502128,594,26,50000,36,0
APP-101905,41,Tier_2,824958,809,69,200000,36,1
APP-101906,21,Tier_1,624806,665,52,50000,24,0
APP-101907,38,Tier_1,905307,786,62,100000,36,0
APP-101908,30,Tier_1,1273179,860,87,50000,24,0
APP-101909,37,Tier_1,1063062,731,89,50000,36,1
APP-101910,30,Tier_1,644270,754,53,50000,36,1
APP-101911,21,Tier_3,462901,798,45,50000,24,0
APP-101912,23,Tier_1,1261777,814,76,200000,36,0
APP-101913,23,Tier_2,634945,761,35,200000,36,0
APP-101914,31,Tier_3,386974,718,18,50000,24,0
APP-101915,41,Tier_1,664618,704,55,50000,36,0
APP-101916,33,Tier_1,843838,675,53,200000,36,0
APP-101917,21,Tier_1,942767,882,73,500000,24,0
APP-101918,22,Tier_1,749535,807,52,50000,36,0
APP-101919,22,Tier_1,1016578,842,72,200000,12,0
APP-101920,42,Tier_3,300000,893,27,100000,24,0
APP-101921,40,Tier_1,983052,686,82,100000,12,0
APP-101922,43,Tier_1,621972,781,46,50000,12,0
APP-101923,35,Tier_2,492138,845,38,50000,36,0
APP-101924,42,Tier_1,1069297,627,78,500000,24,1
APP-101925,43,Tier_3,475584,832,50,50000,12,1
APP-101926,21,Tier_2,300000,765,25,100000,24,0
APP-101927,42,Tier_1,1037851,653,77,100000,24,0
APP-101928,29,Tier_3,433879,702,32,100000,12,1
APP-101929,44,Tier_1,978263,702,63,200000,24,0
APP-101930,37,Tier_2,479889,706,43,50000,36,0
APP-101931,32,Tier_2,535514,756,37,200000,36,0
APP-101932,22,Tier_1,623033,740,51,100000,12,0
APP-101933,30,Tier_2,602079,720,57,100000,12,0
APP-101934,21,Tier_2,417543,791,21,500000,36,0
APP-101935,27,Tier_2,506404,821,33,200000,12,0
APP-101936,31,Tier_1,588787,606,56,200000,12,1
APP-101937,39,Tier_1,623185,768,57,50000,36,0
APP-101938,30,Tier_3,319461,723,22,500000,24,0
APP-101939,21,Tier_3,300000,774,11,100000,24,0
APP-101940,21,Tier_1,982915,726,69,100000,24,0
APP-101941,42,Tier_2,354580,728,21,200000,12,1
APP-101942,28,Tier_2,432613,780,25,100000,24,0
APP-101943,38,Tier_2,364579,697,25,50000,12,0
APP-101944,31,Tier_1,1353646,721,91,100000,36,0
APP-101945,35,Tier_1,838066,793,51,50000,24,0
APP-101946,25,Tier_2,465642,845,44,50000,24,0
APP-101947,33,Tier_2,506574,816,33,500000,36,1
APP-101948,36,Tier_1,912609,723,76,200000,36,0
APP-101949,34,Tier_1,389600,846,41,200000,12,0
APP-101950,40,Tier_1,1173814,747,86,500000,12,0
APP-101951,24,Tier_1,1177330,765,79,100000,24,0
APP-101952,47,Tier_2,915547,574,54,50000,12,0
APP-101953,38,Tier_1,575738,757,43,500000,24,1
APP-101954,35,Tier_1,836836,854,64,50000,24,0
APP-101955,33,Tier_1,882176,727,74,500000,24,1
APP-101956,27,Tier_1,884149,736,65,100000,24,0
APP-101957,28,Tier_2,300000,862,21,50000,12,0
APP-101958,32,Tier_3,620170,772,31,100000,12,1
APP-101959,30,Tier_3,432371,774,45,200000,12,0
APP-101960,42,Tier_2,524111,652,31,500000,12,0
APP-101961,21,Tier_2,316278,775,35,50000,12,0
APP-101962,47,Tier_3,462282,754,41,100000,24,0
APP-101963,21,Tier_2,424281,785,41,50000,36,0
APP-101964,27,Tier_2,609605,827,50,50000,12,0
APP-101965,24,Tier_3,300000,725,37,50000,36,0
APP-101966,21,Tier_1,941997,728,70,50000,12,1
APP-101967,23,Tier_1,830221,736,54,50000,12,0
APP-101968,33,Tier_1,884929,660,66,50000,36,0
APP-101969,29,Tier_3,300000,860,14,50000,12,0
APP-101970,46,Tier_2,712358,714,47,50000,36,0
APP-101971,39,Tier_3,599466,697,40,200000,36,0
APP-101972,43,Tier_3,700014,814,60,50000,12,0
APP-101973,28,Tier_2,370816,837,39,200000,12,0
APP-101974,29,Tier_3,657178,690,45,500000,36,0
APP-101975,30,Tier_2,498039,808,28,50000,36,0
APP-101976,25,Tier_1,845645,680,68,100000,12,0
APP-101977,21,Tier_1,643442,779,47,100000,12,0
APP-101978,33,Tier_3,727036,839,39,200000,12,0
APP-101979,23,Tier_2,329639,798,23,100000,36,0
APP-101980,28,Tier_3,300000,770,38,200000,24,0
APP-101981,29,Tier_3,477595,688,42,50000,36,0
APP-101982,29,Tier_2,514939,768,41,500000,36,0
APP-101983,45,Tier_1,889863,763,54,50000,12,0
APP-101984,26,Tier_1,991430,777,72,200000,36,0
APP-101985,27,Tier_2,385655,789,20,100000,12,0
APP-101986,25,Tier_2,339668,641,38,50000,36,1
APP-101987,21,Tier_2,358642,764,42,100000,24,0
APP-101988,30,Tier_1,785056,762,43,100000,12,0
APP-101989,28,Tier_1,974650,738,59,100000,12,0
APP-101990,37,Tier_2,483941,737,42,50000,36,0
APP-101991,34,Tier_2,379801,625,16,100000,12,0
APP-101992,21,Tier_1,858724,804,64,100000,24,0
APP-101993,22,Tier_1,635900,675,60,100000,36,0
APP-101994,31,Tier_2,300000,723,20,500000,36,1
APP-101995,28,Tier_1,975475,809,78,200000,24,0
APP-101996,24,Tier_3,493175,693,45,50000,24,0
APP-101997,27,Tier_1,782242,681,47,50000,36,0
APP-101998,21,Tier_3,521609,635,41,200000,36,1
APP-101999,39,Tier_3,588965,724,52,50000,12,0
APP-102000,41,Tier_1,1054846,732,63,50000,36,0
APP-102001,27,Tier_2,676905,688,47,50000,12,1
APP-102002,35,Tier_3,345250,573,27,200000,24,1
APP-102003,29,Tier_1,874670,756,64,100000,36,0
APP-102004,30,Tier_1,803497,694,43,100000,12,0
APP-102005,22,Tier_2,300000,730,13,100000,24,0
APP-102006,32,Tier_2,745796,748,65,200000,36,0
APP-102007,38,Tier_1,424702,784,31,50000,24,0
APP-102008,29,Tier_2,628869,675,57,50000,36,0
APP-102009,43,Tier_1,704343,748,50,200000,12,0
APP-102010,21,Tier_1,910210,792,50,50000,36,0
APP-102011,25,Tier_3,524926,749,49,100000,12,0
APP-102012,21,Tier_3,628169,639,46,50000,12,0
APP-102013,27,Tier_1,734496,758,54,50000,36,0
APP-102014,32,Tier_1,601797,693,57,100000,24,0
APP-102015,21,Tier_3,349683,841,23,50000,12,0
APP-102016,27,Tier_1,811371,753,71,200000,12,0
APP-102017,29,Tier_1,847669,706,65,50000,12,0
APP-102018,29,Tier_3,300000,665,10,200000,24,0
APP-102019,34,Tier_3,300000,660,36,50000,24,0
APP-102020,32,Tier_3,472754,807,36,200000,12,0
APP-102021,54,Tier_1,987693,713,64,100000,24,0
APP-102022,24,Tier_3,428907,699,37,50000,24,0
APP-102023,32,Tier_1,853737,777,61,100000,36,1
APP-102024,22,Tier_1,725733,780,62,50000,36,0
APP-102025,21,Tier_1,880902,809,61,50000,36,0
APP-102026,21,Tier_1,916392,763,51,50000,24,1
APP-102027,36,Tier_1,950862,767,69,50000,12,0
APP-102028,35,Tier_2,1020624,900,60,200000,12,1
APP-102029,39,Tier_3,418548,618,31,50000,12,1
APP-102030,21,Tier_3,578996,631,50,50000,24,1
APP-102031,27,Tier_1,1000350,563,59,100000,12,0
APP-102032,24,Tier_3,300000,744,33,200000,24,0
APP-102033,37,Tier_1,904596,682,55,100000,12,0
APP-102034,29,Tier_1,580238,627,47,50000,36,0
APP-102035,36,Tier_3,939236,713,72,50000,36,0
APP-102036,23,Tier_1,1028954,879,73,100000,36,0
APP-102037,21,Tier_3,468641,645,21,50000,24,0
APP-102038,33,Tier_2,481064,751,40,50000,24,0
APP-102039,36,Tier_1,823021,834,73,200000,12,0
APP-102040,40,Tier_1,620650,636,38,50000,24,0
APP-102041,21,Tier_1,801291,834,65,50000,36,0
APP-102042,35,Tier_1,1052114,873,85,200000,24,0
APP-102043,38,Tier_2,300000,852,31,50000,24,1
APP-102044,34,Tier_3,690248,837,38,200000,36,0
APP-102045,34,Tier_1,926546,900,56,50000,24,0
APP-102046,42,Tier_2,348575,730,42,50000,24,0
APP-102047,44,Tier_1,425015,668,29,500000,12,1
APP-102048,32,Tier_3,504822,874,27,500000,36,0
APP-102049,34,Tier_3,656288,872,50,50000,24,0
APP-102050,33,Tier_1,638850,894,57,100000,24,0
APP-102051,48,Tier_2,679939,760,61,50000,24,1
APP-102052,26,Tier_3,641046,781,48,50000,36,0
APP-102053,30,Tier_1,689433,829,54,100000,12,0
APP-102054,35,Tier_2,519367,693,52,100000,24,0
APP-102055,43,Tier_1,1031086,805,60,200000,12,0
APP-102056,21,Tier_1,616009,703,48,200000,24,0
APP-102057,31,Tier_1,932477,668,65,50000,12,1
APP-102058,22,Tier_1,989562,816,80,100000,24,0
APP-102059,30,Tier_2,300000,696,34,500000,36,1
APP-102060,32,Tier_2,463998,704,28,200000,12,0
APP-102061,28,Tier_1,705353,804,48,50000,36,0
APP-102062,39,Tier_3,435030,762,35,50000,12,1
APP-102063,28,Tier_1,732075,735,50,100000,36,0
APP-102064,27,Tier_1,987983,812,58,50000,24,0
APP-102065,27,Tier_3,643134,780,42,100000,24,0
APP-102066,36,Tier_3,1129226,753,80,50000,36,0
APP-102067,35,Tier_1,454878,774,29,500000,24,0
APP-102068,26,Tier_1,584877,685,41,500000,12,0
